Topic,Words,Frequency,Class
-1,"complicated, register, grievance, direct, lovely",2,Jennifer Vazquez
0,"conveying, sent, handling, waste, disappointed",1,Jennifer Vazquez
12,"servicekeeping, good, service, customer, nice",1,Jennifer Vazquez
28,"accha, bhot, unse, laga, bat",1,Jennifer Vazquez
34,"issues, thanks, talking, problem, solve",1,Jennifer Vazquez
-1,"resolving, mamand, sweetly, whim, thankful",5,David Smith
0,"board, hitoday, satisfiedhe, attention, control",4,David Smith
4,"care, good, customer, experience, services",1,David Smith
15,"support, nice, executive, customer, supportive",1,David Smith
19,"loved, sweet, quickly, mam, way",1,David Smith
41,"great, shes, support, really, executive",1,David Smith
28,"yes, baat, dear, service, hai",1,Deborah Brown
0,"technician, cot, itu2019s, come, making",1,Patricia Moore
2,"behalf, questions, answers, listening, returned",1,Patricia Moore
50,"nicely, thank, talking, mam, happy",1,Patricia Moore
-1,"nd, behavior, talking, good, talk",1,Kenneth Martin
0,"behaviour, bad, delivery, person, shopzilla",1,Kenneth Martin
1,"good, executive, helpful, polite, nice",1,Kenneth Martin
18,"best, person, good, excellent, attend",1,Kenneth Martin
0,"forcefully, history, refused, otp, previous",1,Wesley Meyer
2,"experiencefake, highlighting, providedi, dumb, updates",1,Wesley Meyer
23,"helpless, proper, provide, information, person",1,Wesley Meyer
0,"sending, categorised, noreturns, away, single",1,Shawn Rose
38,"comments, person, good, mindblowing, tolking",1,Shawn Rose
0,"etiquettes, ton, hugs, excluding, 72",3,Brittney Key
15,"support, executive, good, customer, supportive",1,Brittney Key
-1,"attitude, patient, asap, problems, kind",1,James Abbott
1,"mannerred, won, heart, decent, informed",1,James Abbott
-1,"friendly, helpful, person, talk, talking",1,Paul Roach
0,"mindtry, circumstance, thought, changed, policy",1,Paul Roach
0,"donky, superb, fool, thankyou, shopzilla",2,Rebecca Graham
3,"resolutiontoo, gud, agent, happy, agents",1,Rebecca Graham
9,"contacting, solved, issue, care, customer",1,Rebecca Graham
18,"person, good, excellent, attend, best",1,Rebecca Graham
23,"reading, app, information, service, executive",1,Rebecca Graham
33,"rubbish, worst, service, customer, seen",1,Rebecca Graham
47,"talk, nice, nicely, good, ",1,Rebecca Graham
-1,"missbehaving, queeqly, bay, resolvedexecutive, necessary",2,Samuel Spencer
0,"representativehe, earlier, easily, hope, concern",1,Samuel Spencer
15,"support, executive, service, good, customer",1,Samuel Spencer
54,"engineer, understanding, agent, care, communication",1,Samuel Spencer
-1,"friendly, politely, behaviour, support, customer",1,Desiree Newton
0,"staffs, thanks, shopzilla, product, delivery",1,Desiree Newton
-1,"world, issuewith, sleeping, lazy, manners",2,Victor Rivera
29,"nice, person, good, thanx, lovely",1,Victor Rivera
32,"nice, person, helpful, thank, ",1,Victor Rivera
0,"thank, support, shopzilla, service, customer",1,Ashley Dunlap
1,"calm, understood, resolving, helped, problem",1,Ashley Dunlap
8,"display, chat, instead, number, care",1,Ashley Dunlap
-1,"lenient, kind, sir, person, care",1,Virginia Diaz
3,"hii, appreciate, agents, given, resolution",1,Virginia Diaz
38,"person, good, mindblowing, tolking, thish",1,Virginia Diaz
0,"broken, correct, blank, productbut, callthe",2,Emily Mckenzie
26,"love, just, talking, talk, nice",1,Emily Mckenzie
28,"bahot, acche, ne, kiya, baat",1,Emily Mckenzie
0,"ban, colour, strict, size, send",1,Tracy Dickerson MD
1,"equery, unresolved, looking, asking, work",2,Tracy Dickerson MD
31,"asapaslamualkum, foe, thnk, query, resolved",1,Tracy Dickerson MD
0,"year, im, given, second, services",2,Brenda Gillespie
9,"stopped, tv, technical, solution, send",1,Brenda Gillespie
15,"superbbb, man, support, executive, customer",1,Brenda Gillespie
1,"answered, executive, helpful, polite, good",1,Austin Gregory
2,"cx, communicationwas, client, interrupting, dare",1,Austin Gregory
10,"poor, service, customer, bad, provided",1,Austin Gregory
49,"response, good, service, customer, feedback",1,Austin Gregory
8,"human, difference, contacting, information, thats",1,Justin Williamson
25,"job, service, good, customer, hole",1,Justin Williamson
-1,"issuegood, grace, excited, effective, supporting",2,Richard Reyes
20,"maners, service, good, customer, sapoot",1,Richard Reyes
35,"talk, good, talking, nice, pleasure",1,Richard Reyes
0,"preety, upgrade, brother, manager, post",1,Jessica Jones
1,"satisfied, im, executive, helpful, polite",1,Jessica Jones
0,"6a, pixel, google, wasnt, attempt",1,Sandra Alvarado
7,"person, good, muchh, thise, toking",1,Sandra Alvarado
51,"impressive, quite, service, product, good",1,Sandra Alvarado
9,"resolved, polite, thank, agent, issue",1,Garrett Kim
18,"person, good, excellent, attend, best",1,Garrett Kim
22,"hats, mannerful, blessed, stay, soo",1,Garrett Kim
5,"working, executive, good, customer, care",1,Monique Andersen
40,"service, good, customer, , ",1,Monique Andersen
0,"team, helpful, thank, shopzilla, care",1,Carolyn Lewis
0,"portal, mention, email, difficult, number",1,Sheri White
-1,"present, according, dissatisfied, previous, solution",1,Jose Herrera
45,"best, service, customer, bast, wonder",1,Jose Herrera
2,"connect, easier, hard, unable, try",1,Mark Ruiz
12,"service, good, customer, nice, helpful",1,Mark Ruiz
10,"seller, poor, improve, need, service",1,Mr. Allen Fisher
27,"talking, nice, costomer, easily, supporting",1,Craig Ruiz
-1,"humble, person, talk, talking, customer",1,Jennifer Duke
0,"workers, siri, brokerage, fined, genius",2,Jennifer Duke
0,"focus, quality, support, thank, shopzilla",2,Cole Moore
40,"service, good, customer, , ",1,Cole Moore
49,"feedback, response, care, good, customer",1,Cole Moore
1,"professionalpolite, wellshe, despite, finally, trying",2,Mary Hopkins
0,"careso, cases, makes, avoid, try",1,Charles Huff
0,"boys, break, resion, deliveredno, relationship",3,Michael Larson
3,"understands, honest, issues, agent, thanks",1,Michael Larson
5,"absolutely, amazing, skills, solving, executive",2,Michael Larson
7,"person, good, muchh, thise, toking",1,Michael Larson
20,"service, good, customer, sapoot, maners",1,Michael Larson
40,"service, good, customer, , ",1,Michael Larson
49,"response, good, executive, customer, feedback",1,Michael Larson
3,"dihlervy, pleaseimpove, manner, agent, time",1,Jessica Allen
47,"talk, nice, nicely, good, ",1,Christine Myers
0,"tomorrow, politeregarding, anyways, terms, showed",1,Sarah Bennett
0,"pairs, shoes, september, escape, close",2,Kathryn Vasquez
1,"updatethank, minimal, efforts, clear, took",1,Kathryn Vasquez
4,"really, helpful, care, customer, good",1,Kathryn Vasquez
8,"numberits, consuming, placing, directly, process",1,Kathryn Vasquez
32,"nice, person, helpful, thank, ",1,Kathryn Vasquez
55,"behaviour, good, executive, osm, customer",1,Kathryn Vasquez
25,"service, good, customer, hole, job",1,Mary Smith
38,"mindblowing, representative, behaviour, person, good",1,Mary Smith
38,"gay, behavior, good, person, mindblowing",1,Ariana Young
4,"nice, care, customer, good, experience",1,Lisa Wall
12,"took, nice, service, customer, good",1,Lisa Wall
0,"productthis, disheartening, second, happened, correct",1,Melinda Allen
1,"ai, humans, south, respond, instead",1,Melinda Allen
-1,"answers, correct, different, care, customer",1,Susan Johnson
1,"helpful, polite, executive, good, nice",1,Susan Johnson
14,"feel, soon, way, like, solve",1,Susan Johnson
-1,"complainpathetic, issuesexecutive, menot, cal, registered",1,Peter Thomas
0,"delvey, goodbut, staff, bad, shopzilla",1,Peter Thomas
28,"acha, laga, ke, baat, thanks",1,Peter Thomas
-1,"deepak, word, talks, facing, understood",2,Gabriel Hansen
0,"sends, stopped, allow, wrong, sellers",2,Gabriel Hansen
-1,"ease, handled, explained, politely, satisfied",2,Colleen Savage
0,"genuine, sellers, shopzilla, product, delivery",1,Colleen Savage
21,"good, executive, customer, experience, executives",1,Colleen Savage
49,"response, care, good, executive, customer",1,Colleen Savage
-1,"tempo, excellently, queryi, trouble, ease",3,Sheena Williams
0,"finding, portal, currently, report, numbers",2,Sheena Williams
44,"costomer, nature, helpful, coustomer, care",1,Sheena Williams
-1,"behaviour, care, good, customer, talk",1,Stephanie Neal
0,"kadir, limits, problemsthank, serve, disconnect",2,Stephanie Neal
7,"person, good, muchh, thise, toking",1,Gabriel Campos
41,"supportive, executive, good, support, great",1,Gabriel Campos
0,"future, refund, solve, seller, time",1,Benjamin Gomez
45,"best, service, customer, bast, wonder",1,Benjamin Gomez
-1,"mindset, isssue, kindness, short, supportive",1,Kenneth Lara
-1,"pleasure, helped, talk, talking, customer",1,Monica Newton
0,"shoutout, coutmer, gud, alot, mam",1,Michael Mckee
-1,"mansi, talking, nice, talk, customer",1,Christian Armstrong
0,"reason, unknown, whatsoever, kindly, teami",1,Christian Armstrong
1,"service, executive, good, helpful, polite",1,Christian Armstrong
34,"solve, happy, problem, talk, talking",1,Christian Armstrong
0,"man, manage, guide, sent, star",2,Christopher Sanchez
1,"gives, correct, query, understand, information",1,Christopher Sanchez
45,"best, service, customer, bast, wonder",1,Christopher Sanchez
4,"solving, issues, satisfied, care, good",1,Kimberly Smith
-1,"helped, maaamshe, relaxed, nka, emailphone",3,Miss Patricia Mack DDS
5,"knowledgeable, polite, executive, care, customer",1,Miss Patricia Mack DDS
28,"hoo, sare, kare, instagram, mee",1,Miss Patricia Mack DDS
-1,"1no, service, customer, talk, talking",1,Erik Williams
0,"questionswell, performance, superb, efforts, team",1,Erik Williams
1,"cooperative, nature, appreciate, politely, understanding",4,Erik Williams
11,"professional, helpful, thank, service, happy",1,Erik Williams
22,"awareness, discipline, admirable, followed, shows",1,Erik Williams
51,"service, good, customer, ko, 5rating",1,Erik Williams
54,"behaviour, best, agent, care, communication",1,Erik Williams
12,"amd, sir, time, thanks, service",1,Keith Hall
0,"clarification, 24hrs, audiblehe, wait, state",1,Melvin Pace
20,"service, good, customer, sapoot, maners",1,Melvin Pace
-1,"team, concern, members, seen, reached",1,Sheila Collins
1,"exact, appreciated, quickly, concern, did",1,Sheila Collins
3,"effort, agent, good, agents, knowledgeable",1,Sheila Collins
33,"worst, service, customer, seen, script",1,Sheila Collins
0,"employee, itu2019s, simple, needs, type",1,Kelly Thomas
14,"words, wonderful, worry, advice, impressed",1,Kelly Thomas
50,"talking, work, happy, help, polite",1,Kelly Thomas
0,"seriously, required, needs, taken, complaint",1,Michael Dunlap
32,"nice, person, helpful, thank, ",1,Michael Dunlap
-1,"talks, issues, use, solution, people",1,Tracey Malone
0,"bye, personally, comment, putting, buying",1,Tracey Malone
2,"abruptly, marked, unprofessional, disconnected, resolved",1,Tracey Malone
22,"understands, guys, solve, problem, nice",1,Tracey Malone
0,"statment, contaceted, stronger, faces, qnd",1,Rachel Green
3,"man, awesome, agent, happy, agents",1,Rachel Green
19,"endvery, fellow, lodge, useless, available",1,Rachel Green
27,"talking, nice, costomer, easily, supporting",1,Rachel Green
-1,"communication, service, good, customer, talk",1,Kerry Austin
25,"service, good, customer, hole, job",1,Kerry Austin
-1,"asap, resolve, gave, hope, team",2,Elizabeth Macias
0,"keeping, tq, interacted, best, like",1,Elizabeth Macias
4,"services, care, good, customer, service",2,Elizabeth Macias
45,"agree, best, service, customer, bast",1,Elizabeth Macias
-1,"talk, nice, person, good, talking",1,Scott Sanchez
0,"perfectly, doubts, cases, damaged, sending",2,Scott Sanchez
1,"gentleman, executive, helpful, polite, good",1,Scott Sanchez
4,"care, good, customer, experience, services",1,Scott Sanchez
44,"coustomer, care, costomer, good, executive",1,Scott Sanchez
2,"buzzing, harder, comunication, sound, bit",1,Joshua Greene
0,"provided, best, experience, shopzilla, service",1,Shannon Hicks
6,"support, service, good, customer, care",1,Shannon Hicks
42,"excutive, talking, talk, good, sport",1,Shannon Hicks
-1,"conversation, happy, support, executive, talk",1,Robert Oneal
0,"checks, resolvedfor, items, supplier, refundable",1,Robert Oneal
0,"seemy, todaybut, 11, havent, word",1,Catherine Gibson
1,"particular, happy, talk, executive, helpful",1,Amanda Brown
2,"hearing, complains, aid, consult, fix",1,Amanda Brown
20,"service, good, customer, sapoot, maners",1,Amanda Brown
23,"disguided, information, support, customer, executive",1,Amanda Brown
0,"aparna, cancel, order, vivek, apologize",2,Timothy Huber
2,"easy, make, care, customer, disconnected",1,Timothy Huber
6,"custome, soon, possible, problems, support",1,Timothy Huber
-1,"wellplease, soon, possible, talked, refund",1,Connor Jackson
0,"supervisor, return, uploaded, killed, connect",1,Connor Jackson
1,"waste, energy, feedback, stupid, raising",1,Connor Jackson
-1,"helpful, polite, agent, service, customer",1,Allen Bowers
0,"upset, promote, speaking, listened, assured",2,Allen Bowers
1,"helping, thank, helpful, polite, solve",1,Allen Bowers
34,"possible, try, best, way, solve",1,Allen Bowers
-1,"nd, splution, decent, credit, gud",1,Mary Quinn
37,"style, attractive, talking, language, wass",1,Mary Quinn
42,"talking, good, sport, talk, excutive",1,Mary Quinn
43,"way, talk, nice, executive, service",1,Mary Quinn
13,"excellent, service, customer, awesome, amazing",1,Gloria Walker
35,"glad, pleasure, awesome, experience, talk",1,Gloria Walker
45,"best, im, service, customer, good",1,Gloria Walker
0,"costmers, platform, type, millions, virtually",2,Phillip Mccoy
-1,"shafia, acted, approximately, arrangedso, known",3,Mike Fields
0,"strong, picking, products, wrong, sellers",2,Mike Fields
1,"did, resolved, talking, issue, executive",1,Mike Fields
3,"appreciation, handling, big, communication, agent",1,Mike Fields
12,"service, good, customer, nice, helpful",1,Mike Fields
19,"lady, update, taken, knowledge, concern",1,Mike Fields
17,"officer, thank, helpful, care, thanks",1,Dustin Deleon
24,"kirtiishe, named, possible, tried, concern",1,Jeff Lowery
-1,"explained, spoke, person, talk, talking",1,Dawn Boyd
0,"missingthe, hectic, invoice, helpfull, grocery",1,Dawn Boyd
39,"happy, behaviour, support, executive, customer",1,Dawn Boyd
57,"polite, person, knowledgeble, lovely, thanku",1,Dawn Boyd
0,"queryshopzilla, match, buying, explain, immediate",3,Lisa Brennan
0,"password, option, later, change, pay",1,Alexandra Harris
-1,"lazy, properly, work, care, customer",1,John Oneill
0,"replacement, delivered, agent, delivery, product",1,Chloe Roberts
0,"contacting, canceled, exchange, seller, thank",2,Jennifer Martinez
1,"executive1010, ur, behaviour, good, executive",1,Jennifer Martinez
6,"support, care, good, customer, supportive",1,Jennifer Martinez
17,"supportsupport, muchthank, thank, thanks, care",1,Jennifer Martinez
0,"buy, showroom, farud, shopzillayour, brand",1,Bruce Banks
10,"bad, service, care, customer, poor",1,Bruce Banks
30,"guided, questions, asked, talked, good",1,Bruce Banks
0,"issueshopzilla, discount, cheating, does, try",1,Angelica Williams
41,"castomar, support, executive, good, great",1,Angelica Williams
0,"sending, materials, pleaseand, promptly, secondary",5,Kevin Lane
-1,"cleaning, ac, window, come, delivered",1,Guy Duncan
20,"work, good, service, customer, maners",1,Guy Duncan
-1,"improved, think, company, care, customer",1,Marvin Rivera
7,"person, good, muchh, thise, toking",1,Marvin Rivera
45,"best, service, customer, bast, wonder",1,Marvin Rivera
51,"app, experience, good, service, ko",1,Marvin Rivera
0,"redressal, returnable, 4th, colour, non",1,Teresa Gilbert
10,"provided, poor, resolution, service, bad",1,Teresa Gilbert
28,"achha, customerthank, karke, baat, se",1,Teresa Gilbert
29,"nice, really, person, thanx, lovely",1,Teresa Gilbert
1,"understands, polite, problem, executive, helpful",1,James Mcgee
25,"service, good, customer, hole, job",1,James Mcgee
0,"foip, fan, choose, quantity, sent",1,Linda Murray
3,"agent, thank, support, agents, knowledgeable",1,Linda Murray
14,"gud, speaking, lady, skills, awesome",1,Linda Murray
57,"polite, person, knowledgeble, lovely, thanku",1,Linda Murray
3,"managers, agent, team, helpful, like",1,John Wells
5,"job, executive, good, customer, care",1,John Wells
14,"understood, politely, talked, problem, way",1,John Wells
-1,"gentle, efforts, tried, mr, professional",1,Brandy Odonnell
0,"baught, apologetic, latest, havells, replacementexchange",3,Brandy Odonnell
30,"advicei, discussion, carefully, listening, satisfied",1,Brandy Odonnell
0,"itu2019s, methods, select, regular, disappointing",1,Stephanie Thompson
0,"shame, shopzilla, talk, person, care",2,Mr. Christopher Peterson DDS
0,"talking, nice, shopzilla, product, delivery",1,Douglas Tucker
27,"costomer, talking, nice, easily, supporting",1,Douglas Tucker
0,"fool, making, resolving, executives, customers",1,Timothy Fernandez
2,"twice, cut, care, customer, disconnected",1,Timothy Fernandez
-1,"overall, interaction, experience, helpful, nice",1,John Miller
0,"area, mention, resign, bargarhtalsrigida, open",1,John Miller
4,"care, good, customer, experience, services",1,John Miller
-1,"chat, option, promotion, prefer, iam",2,Erin Fischer
0,"plesure, supportkeep, minutes, helped, talking",1,Erin Fischer
0,"cancellation, malafide, transaction, item, responsibility",1,Melissa Spence
1,"frontline, educate, application, lack, knowledge",1,Melissa Spence
31,"assured, understood, query, resolved, polite",1,Melissa Spence
-1,"consultant, polite, talking, talk, customer",1,Ashley Edwards
5,"mannered, job, helpful, executive, good",1,Ashley Edwards
-1,"unilateraly, biggest, convey, closed, updated",2,Kimberly Carter
36,"talk, happy, nice, comfortable, deal",1,Kimberly Carter
42,"talking, good, sport, talk, excutive",1,Kimberly Carter
-1,"istant, soft, spoken, resolving, behavior",1,Meghan Holmes
45,"best, service, customer, bast, wonder",1,Meghan Holmes
4,"polite, care, good, customer, experience",1,Vincent Hayes
8,"easy, reach, care, customer, difficult",1,Vincent Hayes
0,"denying, register, warranty, complain, try",1,Rebecca Miller
0,"foolish, peoples, sense, persons, non",1,Anthony Cook
24,"experience, resolved, issue, support, executive",1,Anthony Cook
40,"service, good, customer, , ",1,Brendan Thomas
0,"excutive, talk, nice, resolved, thanks",2,Samantha Jones
6,"10, support, excellent, care, good",2,Samantha Jones
13,"awesome, service, excellent, customer, amazing",1,Samantha Jones
-1,"problemsso, variety, instantly, fix, knowledge",1,Matthew Grimes
0,"dissatisfied, delivery, executive, shopzilla, product",1,Matthew Grimes
17,"thanks, care, customer, thank, thanku",1,Matthew Grimes
1,"comunication, solved, happy, problem, nice",1,Kevin Cook
9,"respondingi, cable, colling, charging, big",1,Kevin Cook
40,"service, good, customer, , ",1,Kevin Cook
7,"person, good, muchh, thise, toking",2,Rebecca Thomas
-1,"police, interact, sweet, having, love",2,Christopher Rice
-1,"supporting, person, talk, talking, customer",1,Alan Davies
0,"everytime, great, experience, shopzilla, care",1,Alan Davies
14,"solved, like, person, problem, good",1,Alan Davies
-1,"nature, humble, skills, great, polite",1,Joseph Hudson
-1,"executetive, fast, nature, response, way",3,John Nelson
1,"love, helped, say, way, good",1,Kimberly Davidson
-1,"sir, happy, talking, talk, customer",1,Mark Vasquez
0,"nib, ex, apple, compatible, kept",2,Mark Vasquez
10,"exceptionally, harrowing, poor, dealing, team",2,Mark Vasquez
-1,"politely, talk, talking, customer, support",1,Ronnie Romero
6,"support, care, good, customer, supportive",1,Ronnie Romero
47,"talk, nice, nicely, good, ",1,Ronnie Romero
0,"solved, agent, delivery, problem, talk",1,Mackenzie Scott MD
25,"hole, services, service, good, customer",1,Mackenzie Scott MD
51,"team, nice, service, customer, ko",1,Mackenzie Scott MD
0,"calling, fedup, local, area, years",2,Daniel Henderson
33,"horrible, worst, service, customer, seen",1,Daniel Henderson
52,"excellent, care, service, customer, pethetic",1,Daniel Henderson
0,"mentioned, worn, orally, iu2019m, ticket",2,Jacqueline Roberts
1,"simple, like, polite, executive, service",1,Jacqueline Roberts
53,"help, person, helpful, gd, helpfulappreciating",1,Jacqueline Roberts
39,"congratulations, job, happy, support, executive",1,Paul Montgomery
47,"talk, good, nice, nicely, ",1,Paul Montgomery
36,"talk, nice, comfortable, deal, feel",1,Patricia Lambert
0,"exact, helped, number, agent, delivery",1,Kyle Warren DDS
-1,"reported, contract, poorcustomer, ececutive, minimal",3,Renee Lucas
0,"status, recording, evening, shows, boy",3,Renee Lucas
2,"ended, hold, minutes, 10, end",1,Renee Lucas
3,"dex, acceleration, disconnect, agent, dont",2,Renee Lucas
-1,"consultant, reaching, politely, conversation, helpful",2,Ricky Berger
0,"cross, approved, picking, pick, check",1,Ricky Berger
15,"great, helpful, support, executive, care",1,Ricky Berger
0,"purchased, item, memy, z40, refundso",2,Christopher Schneider
-1,"language, chief, theft, abusing, 420",2,Teresa Nolan
2,"unawareness, executivedirectly, barely, disturbance, passed",3,Teresa Nolan
4,"care, good, customer, experience, services",1,Teresa Nolan
18,"person, good, excellent, attend, best",1,Teresa Nolan
1,"polite, executive, helpful, good, nice",1,Alexander Marshall
16,"himthank, manager, feel, talk, good",1,Alexander Marshall
47,"talk, good, nice, nicely, ",1,Alexander Marshall
0,"description, scamming, ps, screenshot, able",1,Veronica Wallace
32,"nice, person, helpful, thank, ",1,Veronica Wallace
-1,"habits, th, thank, talking, agent",1,Kayla Wilson
0,"receivedi, amlresyd, capability, ability, stupid",2,Kayla Wilson
1,"query, solve, nice, executive, helpful",1,Kayla Wilson
14,"meshe, queryit, trying, politely, conversation",1,Kayla Wilson
23,"policiesthank, harrase, cheap, trained, knowledgeable",1,Kayla Wilson
39,"im, happy, support, executive, customer",1,Kayla Wilson
54,"neha, interaction, agent, really, care",2,Kayla Wilson
1,"herbut, amazingi, controlled, emotions, continuing",1,Mike Frost
34,"goodbut, easy, hope, solved, problem",1,Mike Frost
3,"helpful, polite, agent, agents, knowledgeable",1,Monica Edwards
8,"easy, reach, service, executive, customer",1,Monica Edwards
14,"love, speaks, way, talk, talked",1,Monica Edwards
43,"conversation, pick, services, customers, good",1,Monica Edwards
-1,"agent, talk, nice, customer, talking",1,John Robinson
19,"manners, help, resolved, problem, person",1,John Robinson
49,"response, team, care, good, customer",1,John Robinson
-1,"manners, service, good, executive, customer",1,Caitlin Johnson
-1,"interact, asap, promised, process, request",1,Whitney Cross DVM
2,"unfaithfullywhen, meplease, look, telling, cut",1,Whitney Cross DVM
-1,"ankit, man, trying, job, humble",3,John Adkins
0,"dents, phone, exchanged, forcefully, misguided",1,John Adkins
-1,"helping, help, thank, executive, customer",1,Robert Cook
0,"aug, sep, high, pickup, date",2,Robert Cook
1,"experience, resolve, talking, problem, executive",1,Robert Cook
14,"herthank, talk, nice, way, talked",1,Robert Cook
-1,"minded, grateful, nicely, guy, polite",1,Timothy Scott
0,"details, picked, told, havenu2019t, anythinh",2,Timothy Scott
3,"updated, doesnt, information, agent, delivery",1,Timothy Scott
0,"bullst, according, shows, delivered, website",1,David Rojas
25,"service, good, customer, hole, job",1,David Rojas
1,"moment, perfect, responsible, queries, solved",1,Adrian Richards
7,"person, good, muchh, thise, toking",1,Carolyn Roberts
-1,"generic, button, section, page, orders",1,Tracy Weaver
0,"situation, duplicate, send, fake, action",2,Tracy Weaver
1,"profeesionalismhappy, grrat, sawan, sucess, rakhi",2,Tracy Weaver
0,"case, absolute, study, sme, irritate",3,Joseph Harris
3,"helpful, agent, agents, knowledgeable, resolution",1,Joseph Harris
9,"yes, solution, thanks, problem, nice",1,Joseph Harris
12,"thank, nice, service, care, customer",1,Joseph Harris
18,"person, good, excellent, attend, best",1,Joseph Harris
-1,"friendly, behavior, talking, good, talk",1,Elizabeth Reid
0,"pm, 1030, 900, finished, 1200",1,Elizabeth Reid
-1,"interact, consultant, lady, supportive, really",1,Edward Perez
19,"effeciently, mam, solve, polite, problem",1,Edward Perez
55,"outstanding, behavior, behaviour, osm, executive",1,Edward Perez
-1,"10, superb, providing, care, service",1,Paula Castillo
0,"hard, regarding, action, seller, issue",1,Paula Castillo
7,"person, good, muchh, thise, toking",1,Paula Castillo
27,"talking, nice, costomer, easily, supporting",1,Paula Castillo
41,"supporting, executive, good, support, great",1,Paula Castillo
-1,"technical, logistics, shitty, improvedeverytime, sms",3,Brittany Nunez
20,"service, good, customer, sapoot, maners",1,Brittany Nunez
33,"worst, time, service, care, customer",1,Brittany Nunez
23,"knowledgesome, harrass, mentally, dont, solve",1,Anthony Jackson
1,"calming, tone, voice, excellent, helpful",1,Amy Campbell
35,"nexxt, fine, need, time, talk",1,Amy Campbell
8,"easily, unable, contact, care, easy",1,Lisa Thompson DVM
36,"talk, nice, comfortable, deal, feel",1,Lisa Thompson DVM
41,"executiveproblem, pleasant, support, solved, experience",1,Michael Allen
10,"service, good, customer, bad, poor",1,Theresa Perry
35,"talking, nice, pleasure, talk, nexxt",1,Theresa Perry
52,"excellent, care, service, customer, pethetic",1,Theresa Perry
0,"excellent, shopzilla, care, service, customer",1,Timothy Bailey
-1,"gesture, nice, executive, customer, talk",1,Tammy Brewer
4,"performance, excellent, care, customer, good",1,Tammy Brewer
13,"abhishek, awesome, excellent, service, customer",1,Tammy Brewer
-1,"personnice, manand, slove, behaviour, soon",3,Paul Mack
0,"aproved, dedicative, ago, day, request",1,Paul Mack
4,"services, care, good, customer, experience",1,Paul Mack
11,"thank, support, service, good, happy",1,Paul Mack
17,"supportnice, customerthanks, thanks, thank, support",1,Paul Mack
53,"helpful, experience, person, nice, gd",1,Paul Mack
-1,"overall, solved, happy, issue, executive",1,Diana Thomas
23,"robot, actually, stop, customers, help",1,Philip Harmon
0,"miss, different, sending, use, products",1,Kimberly Martinez
57,"polite, person, knowledgeble, lovely, thanku",1,Kimberly Martinez
-1,"lose, ready, able, help, polite",1,Erin Kemp
34,"interval, solved, talking, problem, time",1,Gregg Perez
0,"skillful, garud, banned, activities, fraudulent",3,Randy Mullins
34,"vary, style, talking, resolved, bad",1,Randy Mullins
-1,"words, sir, talked, satisfied, thanks",1,Jacqueline Edwards
2,"didi, dumb, mute, asking, handle",1,Jacqueline Edwards
32,"nice, person, helpful, thank, ",1,Jacqueline Edwards
-1,"data, website, showing, working, giving",1,Jean Marshall
0,"supreme, bear, court, loss, sending",1,Jean Marshall
39,"happy, support, executive, customer, im",1,Jean Marshall
52,"excellent, work, care, service, pethetic",1,Jean Marshall
0,"stop, problems, solved, shopzilla, talking",1,Lee Allen PhD
5,"skills, communication, humble, im, happy",1,Matthew Ross
0,"caresmall, daysthis, weights, kg, oder",2,Courtney Richardson
3,"multiple, anand, patience, knowledgeable, reaching",1,Courtney Richardson
0,"timming, dilvery, pathetic, miss, having",2,Ronald Houston
2,"audible, answer, ask, minutes, simpy",2,Ronald Houston
10,"poor, service, customer, bad, provided",1,Ronald Houston
17,"thanks, support, care, customer, thank",1,Ronald Houston
29,"thanx, person, nice, help, lovely",1,Ronald Houston
-1,"ur, supportive, great, behaviour, support",2,Thomas Lewis
0,"thankfully, shopzilla, service, customer, product",1,Thomas Lewis
1,"appriciated, highly, thank, executive, helpful",1,Thomas Lewis
17,"thank, service, customer, thanks, care",1,Thomas Lewis
50,"breath, catch, deep, tensed, youre",1,Thomas Lewis
2,"music, environment, series, loud, songs",1,Anthony Smith
8,"easier, easily, contact, improve, services",1,Anthony Smith
21,"doesnt, complaint, understand, care, executive",1,Anthony Smith
-1,"talk, nice, talking, customer, support",1,Sarah Thomas
0,"isnvery, croos, issueshopzilla, empathetic, executivehe",2,Sarah Thomas
1,"highly, effort, resolving, conversation, given",1,Sarah Thomas
3,"helpfullyand, agent, supportive, nice, agents",2,Sarah Thomas
8,"tuff, easyvery, reaching, difficult, make",1,Sarah Thomas
31,"completely, query, solved, service, executive",1,Sarah Thomas
9,"unhappy, im, resolved, really, issue",1,Matthew Graham
-1,"express, speaks, grievances, great, clearly",2,Eric Nixon MD
0,"problam, solve, happy, support, shopzilla",1,Eric Nixon MD
3,"agent, good, agents, knowledgeable, resolution",1,Eric Nixon MD
20,"service, good, customer, sapoot, maners",1,Eric Nixon MD
-1,"friendly, helpful, polite, care, executive",1,Bradley Nelson
13,"excellent, service, customer, awesome, amazing",1,Bradley Nelson
53,"helpful, person, gd, helpfulappreciating, qualified",1,Bradley Nelson
0,"shortly, thank, clear, sir, time",1,Karen Bullock
51,"type, work, great, like, thanks",1,Karen Bullock
-1,"10, followed, step, rate, buying",1,Joshua Stewart
0,"directly, calling, instead, option, received",1,Joshua Stewart
2,"microphone, network, efficiently, hear, difficult",1,Joshua Stewart
8,"easy, reach, make, support, executive",1,Joshua Stewart
12,"nice, service, customer, good, helpful",1,Joshua Stewart
